Customer_ID,avg_SoW,sow_std,months_active,recent_SoW,early_SoW,sow_trend,total_lifetime_spend,txn_count,recency_days,pct_Apparel,pct_Beauty,pct_Bill Payments,pct_Electronics,pct_Furniture,pct_Grocery,pct_Kids And Toys,pct_Large Applicances,pct_Outdoor,pct_Travel,pctpay_ABC Bank Credit Card,pctpay_Cash/UPI,pctpay_Debit Card,pctpay_Other Bank Credit Card,pctpay_XYZ Wallet,Age,Gender,Membership_Type,Credit_Card_Open_Date,Credit_Card_Closed_Date,Credit_Card_Limit,Credit_Card_APR,is_card_active,tenure_months,credit_utilization_proxy,is_silent_attrition,sow_tier,micro_segment,micro_segment_name,relative_sow_change,target_decline,sow_risk_score,recommended_offer,recoverable_spend,priority_score
67626,-5.42372739581165,18.26868530547844,50,0.0,0.0,0.0,41518.83,16,70,0.11243187729519352,0.061922024295964016,0.00028420839411900467,0.23588742746363517,0.2811690502839314,-0.012667987031426466,0.10029810570288228,0.0,0.1241918425928669,0.09648345100283413,0.3551843826042304,0.4809362402553251,0.01104005098409565,0.06378093987715935,0.08905838627918947,48,Female,Prime,2022-06-24,,194000.0,31.44,True,49.9,0.214014587628866,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.70926356,Standard engagement nurture,266705.6457130466,189164.59659229132
51187,-10.68996902746706,42.99845157328354,33,0.08192672491201175,0.0,0.0,49999.41,21,0,0.1403426560433413,0.00893790546728451,0.019075825094736112,0.14308648842056335,0.16971400262523098,0.08734983072800259,-0.018788421703376097,0.16939559886806663,0.14178087301430153,0.13910524144184902,0.5582001867622037,0.1824987534852911,0.04445072451854932,0.0871216280352108,0.12772870719874493,31,Female,Non-Prime,2023-11-22,,211000.0,33.15,True,32.7,0.23696402843601896,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.27938363,Standard engagement nurture,584491.5542916268,163297.37188543554
98786,-44.6226114649682,63.10590232226319,6,0.0,-89.2452229299364,89.2452229299364,14179.85,7,59,0.2198239050483609,0.0,0.14192463248906018,0.2439510996237619,0.2702793047881325,0.0,0.1240210580506846,0.0,0.0,0.0,-0.2173880541754673,0.32085952954368346,0.10342775135138949,0.12402105805068458,0.6690797152297098,32,Male,Prime,2026-02-07,2026-07-27,191000.0,30.05,False,5.8,0.07424005235602095,1,Dormant/Never Used,,"Silent Attrition (Card Active, Unused)",,0,0.24422207,"Urgent win-back: direct outreach + reactivation bonus (e.g. one-time 5% cashback on next purchase) — this cohort abandoned the card without closing it, so standard engagement triggers won't reach them; needs proactive contact",646921.7871815293,157992.58106456563
74633,-2.704203634964467,7.648642911970743,51,0.0,0.0,0.0,42235.58,12,248,0.04582984299019925,0.0752358556458796,0.0,0.05711700892943816,0.11651692719740085,0.013475131630724616,0.026112817676470883,0.4289454530990222,0.0,0.2367669628308644,-0.22630611441822274,0.05768974878526589,0.17104701770403055,0.0752358556458796,0.9223334922830466,54,Female,Prime,2022-05-05,,217000.0,28.0,True,51.6,0.19463400921658988,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.95062166,Standard engagement nurture,156449.18896083254,148723.9884233887
81789,-7.892635638435171,24.23903239979305,15,0.24485837704164484,-72.52343749999983,72.76829587704148,49683.51,24,5,0.009325025546705541,0.06325197233448282,0.06717299160224388,0.2571501087584191,0.0,0.08856097324846815,0.11184032690121935,0.1742878069604986,0.15265708884094545,0.07575370580701726,0.0852385429290322,0.43603561825643955,0.10738854803132869,0.09133352293346425,0.28000376784973524,32,Male,Non-Prime,2025-05-27,,189000.0,34.71,True,14.3,0.2628757142857143,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.32672864,Standard engagement nurture,441817.35166855017,144354.38331689057
81674,-8.064481083844603,23.62223916801866,43,-33.25792433537841,0.0,0.0,25352.14,10,19,0.2444156587964567,0.11188759607670201,0.0,0.0,0.6367284970815087,0.0007715325017927459,0.08488119740582058,0.0,0.0,-0.07868448186228066,-0.050061651600219935,0.6816430486736031,0.031945626680824575,0.09205731744933564,0.2444156587964567,40,Male,Non-Prime,2023-01-30,,172000.0,33.98,True,42.6,0.14739616279069767,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.5478188,Standard engagement nurture,229803.9934649801,125890.94332656
34534,-3.306665475215715,8.872355985425555,24,0.0,-21.398272065051682,0.0,28014.34,9,249,0.0,-0.0450890508218291,0.06896503719166683,0.5781813885317305,0.0,0.0,0.10615099267018246,0.0,0.0,0.29179163242824924,0.14286825961275545,0.1222688094740051,0.2564711501323965,0.0,0.47839178078084293,18,Male,Prime,2024-08-08,,246000.0,32.5,True,24.1,0.11387943089430895,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.77358437,Standard engagement nurture,120648.3908889546,93331.70895601863
94515,-10.919930317594709,32.034831217841955,50,0.4170529231692148,0.0,0.0,14897.85,11,2,0.001248502300667555,0.0,0.06311179129874445,0.3225022402561443,0.25528650107230233,0.16342156754162512,0.10711612749490697,-0.4263118503676704,0.5136251204032796,0.0,0.3387784143349544,0.22658571538846214,0.10711612749490701,0.5002117755246563,-0.17269203274297973,28,Female,Prime,2022-06-07,,178000.0,32.39,True,50.5,0.08369578651685393,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.5093598,Standard engagement nurture,177581.33388197832,90452.78862082097
77235,-9.248936877406262,20.908998151089275,54,0.0,0.0,0.0,8686.14,6,92,0.13677536857568495,0.17794555464222314,0.0,0.0,-1.1270978823735285,0.1434273451728846,0.5176914026253319,1.151258211357404,0.0,0.0,-1.2221297377200921,0.23180722392224856,1.329203765999627,0.0,0.6611187477982164,35,Female,Prime,2022-02-02,,125000.0,34.29,True,54.7,0.06948912,1,Dormant/Never Used,,"Silent Attrition (Card Active, Unused)",,0,0.9501454,"Urgent win-back: direct outreach + reactivation bonus (e.g. one-time 5% cashback on next purchase) — this cohort abandoned the card without closing it, so standard engagement triggers won't reach them; needs proactive contact",89023.70056831362,84585.4616702122
23480,-0.3791650188123474,2.443805427414728,44,0.0,0.0,0.0,64723.3,14,100,0.02863250174203108,0.0,0.0,0.14510802137715476,0.06636728967775128,0.0775938495101455,0.0,0.5528909990683417,0.03221281980368739,0.09719451882088831,0.38343656766574014,0.11978870051434334,0.0,0.0,0.4967747318199165,52,Female,Non-Prime,2022-12-07,,108000.0,31.21,True,44.4,0.5992898148148148,1,Dormant/Never Used,,"Silent Attrition (Card Active, Unused)",,0,0.9388541,"Urgent win-back: direct outreach + reactivation bonus (e.g. one-time 5% cashback on next purchase) — this cohort abandoned the card without closing it, so standard engagement triggers won't reach them; needs proactive contact",89264.11126209721,83805.97669131309
42040,0.20541101402962994,0.33591693687666413,26,0.0,1.0,0.0,113365.51999999999,21,108,0.030133059858059134,0.0,-0.0033531359446858275,0.13482185765125057,0.165841606866003,0.007392459365069731,0.050531678415094816,0.3460586605168837,0.12099313794882254,0.14758067532350222,0.30922435675327026,0.16082782489772907,0.016908580316131395,0.16823669136788683,0.34480254666498245,30,Male,Non-Prime,2024-06-29,,164000.0,34.73,True,25.4,0.6912531707317072,1,Low SoW - At Risk,0.0,"Silent Attrition (Card Active, Unused)",-1.0,1,0.90840185,"Urgent win-back: direct outreach + reactivation bonus (e.g. one-time 5% cashback on next purchase) — this cohort abandoned the card without closing it, so standard engagement triggers won't reach them; needs proactive contact",90078.9935808037,81827.92413440549
25387,-0.9713186628988102,3.7031238587864665,19,0.5,0.0,0.5,58905.74,13,35,-0.030969817202873607,0.0933583043010749,0.0,0.1562869764474566,0.3155001532957569,0.03438799003288984,0.0,0.33952514644583026,0.0,0.09191124667986517,0.17823611077630122,0.2547099824227656,0.046776086676782264,0.18076897090164726,0.3395088492225036,29,Male,Prime,2025-01-11,,227000.0,34.22,True,18.9,0.25949665198237887,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.68702656,Standard engagement nurture,116121.98461386496,79778.88766523366
14087,-1.6923902423397916,6.596148480163298,57,0.0,0.0,0.0,29686.15,11,174,-0.0449728240273663,0.0,0.023436855233838,0.3480966713433706,0.11848117724932333,0.06801319807384924,0.15792819210305142,0.0,0.24984209808277597,0.07917463194115773,0.16499141855713856,0.0,0.25429434264800255,0.22025355258260165,0.36046068621225724,56,Male,Prime,2021-11-02,,207000.0,28.46,True,57.7,0.14341135265700483,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.9616237,Standard engagement nurture,79926.7005926354,76859.41181263361
58126,-0.8656167444683003,3.848378775906915,33,0.0,0.0,0.0,64530.99,17,67,-0.00868621417399609,0.0,0.03772280574031175,0.279067158275427,0.1557132472320663,0.02185988468486226,0.06750508554107104,0.006561808520216418,0.10080335045224006,0.33945287372780114,0.43839448302280815,0.2722952181579734,0.0,0.00756148325014075,0.28174881556907777,40,Male,Prime,2023-08-29,2026-04-16,161000.0,34.25,False,35.6,0.40081360248447206,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.62991756,Standard engagement nurture,120390.09548111644,75835.83543536365
35881,-0.6228593192543961,3.8080185986449195,25,0.32976760541121436,1.0,-0.6702323945887856,60469.82,28,11,0.2192301878854609,-0.020486583224491157,0.023357767560743526,0.22375227840929576,0.0072394791319041535,0.15602047434571495,0.03829596317634152,0.14483522524128564,0.04238362211099685,0.1653715853627479,0.22056027287661845,0.1379380656334019,0.04644746751354643,0.11449331253177206,0.48056088144466114,34,Female,Non-Prime,2024-07-13,,294000.0,29.17,True,24.9,0.20567965986394557,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),-0.6702323945887856,1,0.7614088,Standard engagement nurture,98134.01092063586,74720.10006807429
57005,-1.4292285915531595,4.416483962712774,21,-9.313408860331418,1.0,-10.313408860331418,37913.6,12,9,0.06965046843349089,0.10616243247805537,0.03217499788993923,0.0,0.31198725523295073,-0.029055273041863606,0.0,0.4129125168804862,0.07824263588791358,0.01792496623902767,0.48096171294733286,0.14089007638419987,0.17756557013842,-0.025843496792707647,0.22642613732275488,30,Female,Prime,2024-11-27,,130000.0,28.17,True,20.4,0.2916430769230769,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),-10.313408860331418,1,0.76921356,Standard engagement nurture,92100.80112870986,70845.184861177
70851,-4.399117349716151,12.52975851701424,27,0.0,0.0,0.0,13097.52,7,94,0.132840415590127,0.0,0.0,0.0,0.0,0.16690717021237605,0.2772028597780343,0.0,0.0,0.42304955441946257,-0.09075840311753676,0.4990341683005638,0.591724234816973,0.0,0.0,38,Male,Prime,2024-05-06,,259000.0,33.62,True,27.2,0.05056957528957529,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.9706207,Standard engagement nurture,70715.04747025429,68637.48829457039
15761,0.10952016246179823,0.19874820013602193,10,0.0,0.49972165880625413,-0.49972165880625413,131084.66999999998,29,12,0.01354956304196364,0.0,0.0,0.156378163823428,0.25864557617607,0.0715198810051549,0.03615724096494273,0.20524901958405967,0.017457266360742258,0.24104328904363873,0.05666543616427459,0.2470114163616539,0.07113829557643926,0.12969357896693795,0.4954912729306944,44,Male,Non-Prime,2025-10-26,,171000.0,28.26,True,9.3,0.7665770175438595,0,Low SoW - At Risk,0.0,High-Spend Leakers,-1.0,1,0.58066666,Category-expansion challenge: bonus 4% cashback on Apparel/Travel for 60 days if XYZ_Inc SoW rises 15pp,116728.25564534878,67780.20648058166
49921,-1.3217776465000013,4.22481755708947,18,0.0,0.0,0.0,42740.31,17,41,0.08451248949761946,0.003987102573659382,0.009009293568530504,0.10010011626027046,0.0,0.08033282865753663,-0.012895320600154749,0.23397092814722212,0.039067334794717204,0.4619152271005989,0.2363892540788778,-0.08164961835793891,0.33152824581759005,0.24298022171575265,0.27075189674571853,60,Male,Non-Prime,2024-06-29,2025-11-02,222000.0,29.99,False,25.4,0.1925239189189189,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.6602448,Standard engagement nurture,99233.49636248045,65518.402192112284
85719,-0.5490407474150618,4.296680018553177,7,-3.8375892240386826,1.964987355501028,-5.802576579539711,54281.75,17,40,0.05495493420901132,0.03881912429131338,0.0,0.0,0.3092146071193357,0.007662796427897037,0.17003836464373384,0.3684475905806279,0.09586186886016018,-0.04499928613207938,-0.015817839329056248,0.256633030438407,0.24713333671077295,0.10075927913156815,0.4112921930483081,30,Male,Prime,2026-01-20,,119000.0,31.6,True,6.4,0.45614915966386554,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),-2.9529841824657352,1,0.7770628,Standard engagement nurture,84084.64259099754,65339.0455977145
82064,-1.125965367965368,1.9502292248790036,7,-1.688948051948052,0.0,-1.688948051948052,56704.02,18,17,0.04463422522777045,0.030257290400222063,0.011270982198440251,0.17635416324980133,-0.037150981535347925,0.01032201949703037,0.1766599616746749,0.258034086472176,0.15326408956543117,0.17635416324980133,-0.022934705511178925,0.41476935850403557,0.11500137027321873,0.1064100922650634,0.38675388446886133,37,Male,Non-Prime,2025-10-30,2026-04-09,264000.0,33.86,False,9.1,0.21478795454545455,1,Dormant/Never Used,,"Silent Attrition (Card Active, Unused)",,0,0.53530777,"Urgent win-back: direct outreach + reactivation bonus (e.g. one-time 5% cashback on next purchase) — this cohort abandoned the card without closing it, so standard engagement triggers won't reach them; needs proactive contact",120550.7827444156,64531.77008075983
39727,-0.10377986043664943,0.20755972087329885,19,0.0,0.0,0.0,74948.81999999999,23,40,0.0,0.00028779639225807606,0.027179080337755814,0.2327090673342155,0.3419496130826342,0.0363015721928644,0.09390114480788356,0.13342424870731787,0.054346819603030436,0.07990065754204001,-0.023438527784693606,0.15298319573276803,0.20497827717634512,0.21980706300646224,0.44566999186911815,60,Male,Prime,2023-09-22,2025-03-17,116000.0,33.9,False,34.8,0.6461105172413792,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.76915026,Standard engagement nurture,82726.99807949155,63629.49184282868
77337,0.0,0.0,8,0.0,0.0,0.0,70189.24,20,100,0.021445452322891655,0.051070221019632066,0.013348342281523491,0.3469144273395751,0.29403481217348987,0.038047142268530044,0.05942192848932401,0.1041812106812953,0.07153646342373846,0.0,0.0,0.31264065546229025,0.20806864413975704,0.10067668491637749,0.37861401548157525,38,Male,Prime,2025-12-31,,129000.0,34.25,True,7.1,0.5441026356589148,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.9029998,Standard engagement nurture,70189.24,63380.87096837282
24049,0.025344624955132428,0.043898178121067444,4,0.03801693743269864,0.025344624955132428,0.012672312477566214,90055.53,29,82,0.00016767432272066061,0.06193400893870703,0.0314720262042764,0.19152627273416745,0.10906415186274511,0.07782387156013626,0.011454710221571067,0.26880536930935833,0.056821940862487826,0.19092997398382971,0.009377436343997975,0.3577273933094392,0.06413709407961954,0.1169263009167788,0.4518317753501645,45,Male,Prime,2026-01-10,2026-04-20,106000.0,33.75,False,6.7,0.8495804716981132,1,Low SoW - At Risk,0.0,"Silent Attrition (Card Active, Unused)",0.5,0,0.70539963,"Urgent win-back: direct outreach + reactivation bonus (e.g. one-time 5% cashback on next purchase) — this cohort abandoned the card without closing it, so standard engagement triggers won't reach them; needs proactive contact",87773.10636701432,61915.11697063059
84605,-0.9903423639319937,4.18272686381933,23,0.0,0.5495872959205599,0.0,34081.04,13,102,0.10090155699473959,-0.04430733334428762,0.028671366836223306,0.06726672660223984,0.4366847373202226,0.07057736500998797,0.04554145061300946,0.23490979148523636,0.05975433848262846,0.0,0.6519199531469697,0.09820944431273224,0.0,0.14123835422862682,0.10863224831167125,36,Male,Prime,2024-09-06,,262000.0,34.8,True,23.1,0.13008030534351145,1,Dormant/Never Used,,"Silent Attrition (Card Active, Unused)",-1.0,1,0.90857315,"Urgent win-back: direct outreach + reactivation bonus (e.g. one-time 5% cashback on next purchase) — this cohort abandoned the card without closing it, so standard engagement triggers won't reach them; needs proactive contact",67832.93771886083,61631.18594003722
13180,0.0,0.0,4,0.0,0.0,0.0,65771.79000000001,14,91,0.06149292880731997,0.020953968259036282,0.0,0.20151025234374795,0.1389790364531663,0.02053737628244571,0.0,0.2301463895083287,0.13116246342086782,0.19521758492508717,0.0,0.14519826813288797,0.17102438598675812,0.17725836563061456,0.5065189802497393,56,Female,Non-Prime,2024-03-12,2024-06-22,155000.0,34.94,False,29.0,0.4243341290322581,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.9177414,Standard engagement nurture,65771.79000000001,60361.49581142307
19391,0.11047338511906986,0.2706034236996974,12,0.0,0.3314201553572096,-0.3314201553572096,74141.14,20,114,0.05657641627846566,0.018502547978086124,0.009741555093433957,0.3325553127453935,0.05427364618348195,0.02546858599692425,0.04261884832091873,0.13487774803570599,0.03371110829965658,0.29167423106793344,0.0191514454727834,0.015234861508738606,0.07078499197611475,0.15983029125260279,0.7349984097897605,53,Male,Non-Prime,2025-07-26,2026-06-03,198000.0,30.31,False,12.3,0.374450202020202,0,Low SoW - At Risk,0.0,High-Spend Leakers,-1.0,1,0.91217893,Category-expansion challenge: bonus 4% cashback on Apparel/Travel for 60 days if XYZ_Inc SoW rises 15pp,65950.51728761313,60158.672531132186
45714,0.0,0.0,9,0.0,0.0,0.0,66258.52,16,102,0.025662963796957733,0.06158921147046447,0.0,0.17044343882115084,0.08703439195442338,0.010724658504294996,0.03204961414773526,0.4953412783744641,0.0,0.11715444293050915,0.0,0.36784537294222697,0.09559464956355802,0.15761037222081026,0.3789496052734049,45,Male,Non-Prime,2022-09-05,2023-05-01,101000.0,32.23,False,47.5,0.6560249504950495,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.9076749,Standard engagement nurture,66258.52,60141.19608748913
45667,-0.9240307991652098,2.1531654516592673,10,-0.11450125767099006,0.0,-0.11450125767099006,79215.29,23,18,0.0,0.015339841588662997,0.0155481347098521,0.23006959893727583,0.09684191019183291,0.017625890153277226,0.04417657247735885,0.1889692002642419,0.1345231457209839,0.2569057059565142,-0.027486865225135198,0.12824531728659957,0.14775228368159732,0.2426002606315018,0.5088890036254364,55,Male,Non-Prime,2025-10-01,,257000.0,28.25,True,10.1,0.30823070038910505,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.39342457,Standard engagement nurture,152412.65772480384,59962.88441335861
60039,-2.544592925634514,4.407364231779312,6,0.0,-3.816889388451771,3.816889388451771,47028.229999999996,16,22,0.0,0.04621522009227224,0.0,0.40546412229420503,0.3245731340516112,0.05077631031403905,0.08752742767482427,0.0,0.04134431595660735,0.04409946961644103,-0.03899168648277853,0.5919701847167116,0.12564325725208028,0.041344315956607335,0.28003392855737924,25,Male,Prime,2026-01-28,2026-06-10,107000.0,28.9,False,6.1,0.439516168224299,1,Dormant/Never Used,,"Silent Attrition (Card Active, Unused)",,0,0.3585689,"Urgent win-back: direct outreach + reactivation bonus (e.g. one-time 5% cashback on next purchase) — this cohort abandoned the card without closing it, so standard engagement triggers won't reach them; needs proactive contact",166695.93136311282,59771.977874221666
68875,0.19457302734864163,0.38524875885706616,38,0.0,0.0,0.0,81086.48,21,102,0.011125405862974938,0.017198428147331097,0.019362784030087385,0.12297574145529563,0.17080985634103243,0.030531846986082026,0.02775949825420958,0.2954598596461457,0.130643234235843,0.17413334504099823,0.1558143848394948,0.20118545039814284,0.04633250820605359,0.1622086690654225,0.4344589874908863,30,Male,Non-Prime,2023-06-16,,182000.0,34.46,True,38.0,0.4455301098901099,0,Low SoW - At Risk,0.0,High-Spend Leakers,,0,0.91414624,Category-expansion challenge: bonus 4% cashback on Apparel/Travel for 60 days if XYZ_Inc SoW rises 15pp,65309.23810935491,59702.1947505152
54110,0.0,0.0,5,0.0,0.0,0.0,63149.229999999996,16,104,0.0,0.05144100727752341,0.0,0.15701062388250814,0.0,0.11566601841384287,0.06131254490355622,0.41714427871883786,0.0,0.19742552680373138,0.0,0.2863102210430753,0.1502577307751813,0.046359868520962175,0.5170721796607813,33,Female,Prime,2026-03-19,,143000.0,30.11,True,4.5,0.441603006993007,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.94286305,Standard engagement nurture,63149.229999999996,59541.07542126834
26140,-3.6362975918202625,0.0,4,-3.6362975918202625,-3.6362975918202625,0.0,34854.44,16,7,0.0,0.06988636168017617,0.09495978130763254,0.11530525235809268,0.27890736445629305,0.0620374333944255,0.08904891313703504,0.16630535449716016,0.12354953916918475,0.0,-0.03877353932526243,0.5415063331960003,0.1497740316585204,0.13334599551735732,0.21414717895338442,32,Male,Non-Prime,2024-09-19,2024-12-22,228000.0,29.59,False,22.7,0.152870350877193,0,Dormant/Never Used,,Not Targeted (High/Dormant SoW),,0,0.36822775,Standard engagement nurture,161595.55623624386,59503.968093041774
